instruction,category,intent
pagué simbolo_moneda monto_reembolso por un artículo cómo podría obtener un maldito reembolso,REFUND,get_refund
estoy esperando la restitución de simbolo_moneda monto_reembolso,REFUND,track_refund
dónde puedo consultar las comisiones por retiro,CANCEL,check_cancellation_fee
tengo problemas para eliminar una cuenta estándar,ACCOUNT,delete_account
cuál es la penalización por cancelación anticipada,CANCEL,check_cancellation_fee
quiero información sobre la eliminación de mi cuenta gold,ACCOUNT,delete_account
presentar una queja contra su empresa,FEEDBACK,complaint
tengo que descargar la factura n 00108 cómo lo hago,INVOICE,get_invoice
quiero ayuda para informar de un error con el registro de bloody,ACCOUNT,registration_problems
dónde puedo comprar algunos productos,ORDER,place_order
tengo que ver qué métodos de envío ofrecen cómo puedo hacerlo,DELIVERY,delivery_options
puedes ayudar al señor a descargar la factura de nombre_persona,INVOICE,get_invoice
presentar una reclamación de los consumidores contra su organización,FEEDBACK,complaint
puedes mostrarme el estado del pedido numero_pedido,ORDER,track_order
tengo que descargar la factura de nombre_persona,INVOICE,get_invoice
cuéntame más sobre cómo actualizar la dirección de entrega,SHIPPING,change_shipping_address
tengo que notificar los problemas de pago,PAYMENT,payment_issue
quiero ayuda para recibir el reembolso de mi dinero,REFUND,get_refund
necesito ayuda para eliminar algo del pedido numero_pedido,ORDER,change_order
tengo que informar de un problema de pago muy molesto,PAYMENT,payment_issue
quiero presentar una reclamación como consumidor contra su empresa,FEEDBACK,complaint
necesito ayuda para obtener un reembolso de mi dinero,REFUND,get_refund
necesito ayuda para buscar las facturas de nombre_persona,INVOICE,check_invoice
ayuda para comprobar tus modalidades de pago permitidas,PAYMENT,check_payment_methods
necesitas ayuda para cancelar tu suscripción al boletín informativo,SUBSCRIPTION,newsletter_subscription
actualizando los datos de la cuenta estándar,ACCOUNT,edit_account
quiero pedir una compensación de dinero,REFUND,get_refund
podría ayudarme a darme de baja de su boletín informativo corporativo,SUBSCRIPTION,newsletter_subscription
ayuda para hablar con el servicio de atención al cliente,CONTACT,contact_customer_service
ayúdenme a presentar una queja contra su empresa,FEEDBACK,complaint
no sé qué hacer para adquirir varios productos malditos,ORDER,place_order
tengo que comprobar las modalidades de pago disponibles,PAYMENT,check_payment_methods
dónde puedo consultar cuánto tarda en llegar mi envío,DELIVERY,delivery_period
ayúdenme a hablar con el maldito servicio al cliente,CONTACT,contact_customer_service
dónde obtener reembolsos,REFUND,get_refund
puedo hacer un pedido desde ciudad_entrega,DELIVERY,delivery_options
ayúdenme a hablar con un agente en vivo,CONTACT,contact_human_agent
quiero ayuda para descargar la factura n 12588,INVOICE,get_invoice
cómo puedo consultar el estado actual del pedido numero_pedido,ORDER,track_order
necesito cambiar el pedido numero_pedido,ORDER,change_order
qué debo hacer para ver el estado actual de mi compensación,REFUND,track_refund
necesito ayuda para chatear con alguien,CONTACT,contact_human_agent
dónde puedo consultar la penalización por rescisión anticipada,CANCEL,check_cancellation_fee
no sé cómo configurar mi dirección de envío,SHIPPING,set_up_shipping_address
ayuda para hablar con una persona,CONTACT,contact_human_agent
necesito ayuda para recuperar mi contraseña de usuario,ACCOUNT,recover_password
nmeed ayuda para abrir una cuenta premium,ACCOUNT,create_account
necesito actualizar mi dirección,SHIPPING,change_shipping_address
podrías mostrarme qué métodos de envío puedo elegir,DELIVERY,delivery_options
no sé cómo puedo informar de un error con signjp,ACCOUNT,registration_problems
ayuda para intentar modificar la dirección de entrega,SHIPPING,change_shipping_address
crear una nueva cuenta tipo_cuenta para la hija,ACCOUNT,create_account
tengo problemas para editar la dirección,SHIPPING,change_shipping_address
quiero comprar algunos de sus productos,ORDER,place_order
me faltan algunos artículos en la compra numero_pedido puedo agregarlos,ORDER,change_order
no sé cómo informar de un error de pago,PAYMENT,payment_issue
ayuda para pedir un artículo,ORDER,place_order
asistencia mediante el perfil platino,ACCOUNT,switch_account
necesito dejar una reseña puedes ayudarme,FEEDBACK,review
tengo que comprobar las penalizaciones por rescisión cómo hacerlo,CANCEL,check_cancellation_fee
intento exigir un reembolso,REFUND,get_refund
qué tengo que hacer para notificar un maldito problema de pago,PAYMENT,payment_issue
quiero ayuda para echar un vistazo rápido a las facturas de nombre_persona,INVOICE,check_invoice
qué debo hacer para presentar una queja como consumidor,FEEDBACK,complaint
intento charlar con un asistente,CONTACT,contact_human_agent
ayuda para eliminar un artículo del pedido numero_pedido,ORDER,change_order
podrías ayudarme a presentar una maldita queja como consumidor,FEEDBACK,complaint
quiero soporte para intentar actualizar la dirección de envío,SHIPPING,change_shipping_address
dónde reportar problemas con los pagos en línea,PAYMENT,payment_issue
quiero ayuda para informar sobre un problema de registro,ACCOUNT,registration_problems
dónde puedo comprar alguno de sus artículos,ORDER,place_order
cómo puedo saber cuándo puedo esperar mi compra,DELIVERY,delivery_period
ayuda para comprobar el cargo por salida anticipada,CANCEL,check_cancellation_fee
cómo ganar algunos artículos,ORDER,place_order
necesito dejar mi opinión sobre un producto puedo obtener ayuda,FEEDBACK,review
ayuda para consultar la fecha estimada de entrega del pedido numero_pedido,ORDER,track_order
ayúdame a comprobar las modalidades de pago aceptadas,PAYMENT,check_payment_methods
ayúdanos a enviar comentarios sobre nuestros productos,FEEDBACK,review
quiero ayuda para realizar un pedido,ORDER,place_order
cuándo recibiré el reembolso,REFUND,get_refund
necesito ayuda para descargar mi factura n 00108,INVOICE,get_invoice
reembolso simbolo_moneda monto_reembolso,REFUND,get_refund
necesito ayuda para eliminar una cuenta de tipo_cuenta,ACCOUNT,delete_account
tengo que comprobar los gastos de cancelación cómo lo hago,CANCEL,check_cancellation_fee
tengo que hablar con un agente podrías ayudarme,CONTACT,contact_human_agent
cometí un error quiero editar el pedido numero_pedido,ORDER,change_order
cómo puedo solicitar el reembolso de mi dinero,REFUND,get_refund
tengo una pregunta sobre el código pin olvidado,ACCOUNT,recover_password
quiero enviar la nueva dirección de envío cómo lo hago,SHIPPING,set_up_shipping_address
qué debo hacer para hablar con un operador,CONTACT,contact_human_agent
necesito consultar el estado de mi reembolso puedes ayudarme,REFUND,track_refund
no puedo pagar necesito ayuda para reportar problemas con el pago,PAYMENT,payment_issue
ayúdame a ver la fecha estimada de entrega del pedido numero_pedido,ORDER,track_order
hay un problema al introducir otra dirección de entrega,SHIPPING,set_up_shipping_address
necesito ayuda para dejar una opinión sobre sus servicios,FEEDBACK,review
notificación de un problema al crear la cuenta de usuario,ACCOUNT,registration_problems
tengo errores en el informe de registro,ACCOUNT,registration_problems
no sé cómo puedo ingresar una dirección de entrega,SHIPPING,set_up_shipping_address
mi experiencia con u fue muy mala ayuda para presentar una reclamación,FEEDBACK,complaint
revisión para su empresa,FEEDBACK,review
ayúdenme a presentar una reclamación contra su empresa,FEEDBACK,complaint
intento informar sobre problemas con el pago,PAYMENT,payment_issue
qué debo hacer para exigir que me devuelvan mi dinero,REFUND,get_refund
no sé qué tengo que hacer para crear una cuenta freemium,ACCOUNT,create_account
ayuda para ver tu garantía de devolución de dinero,REFUND,check_refund_policy
verifica en qué situaciones puedo solicitar un reembolso,REFUND,check_refund_policy
no sé cómo reportar problemas de registro,ACCOUNT,registration_problems
necesitas ayuda para reportar un problema con los pagos,PAYMENT,payment_issue
necesito ayuda para hablar con un agente de uhm,CONTACT,contact_human_agent
estoy esperando un reembolso de simbolo_moneda monto_reembolso,REFUND,track_refund
dame información sobre cómo crear cuentas pro,ACCOUNT,create_account
cómo puedo ver la penalización por cancelación anticipada,CANCEL,check_cancellation_fee
tengo que hablar con un operador,CONTACT,contact_human_agent
estoy esperando una compensación de simbolo_moneda monto_reembolso,REFUND,track_refund
estoy intentando ver la tarifa de cancelación,CANCEL,check_cancellation_fee
ayuda al hablar con el servicio de atención al cliente,CONTACT,contact_customer_service
no sé qué hacer para contactar con un agente en directo,CONTACT,contact_human_agent
quiero ayuda para dejar comentarios sobre sus productos,FEEDBACK,review
dónde puedo recuperar mi dinero,REFUND,get_refund
pagué simbolo_moneda monto_reembolso por un pedido pueden ayudarme a recibir un reembolso,REFUND,get_refund
otra cuenta platino,ACCOUNT,create_account
ayúdame a hablar con alguien,CONTACT,contact_human_agent
abrir una cuenta de tipo_cuenta para la esposa,ACCOUNT,create_account
necesito notificar problemas con el pago en línea,PAYMENT,payment_issue
quiero hablar con atención al cliente,CONTACT,contact_customer_service
no puedo cambiar algunos productos del pedido numero_pedido,ORDER,change_order
no sé cómo puedo hablar con una persona,CONTACT,contact_human_agent
intento presentar una maldita queja de consumidor contra su empresa,FEEDBACK,complaint
ayúdenme a presentar una queja de cliente,FEEDBACK,complaint
podría indicarme cuándo puedo esperar mi paquete,DELIVERY,delivery_period
actualizando la información en la cuenta estándar,ACCOUNT,edit_account
quiero enviar mi dirección de envío secundaria ayúdenme,SHIPPING,set_up_shipping_address
tengo que ver cuándo puedo esperar mi entrega,DELIVERY,delivery_period
necesito ayuda para hablar con un operador,CONTACT,contact_human_agent
quiero ayuda para eliminar mi maldita cuenta platino,ACCOUNT,delete_account
necesito ayuda para ver la fecha estimada de entrega del pedido numero_pedido,ORDER,track_order
no sé cómo puedo comprar algunos de sus productos,ORDER,place_order
no sé qué hacer para dejar una reseña sobre su empresa,FEEDBACK,review
podrías ayudarme a darme de baja del boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription
necesito ayuda para configurar mi dirección de entrega secundaria,SHIPPING,set_up_shipping_address
estoy esperando un reembolso de simbolo_moneda monto_reembolso,REFUND,track_refund
pagué simbolo_moneda monto_reembolso por este artículo intento recibir un reembolso,REFUND,get_refund
cómo puedo solicitar una indemnización económica,REFUND,get_refund
me gustaría dejar un comentario para su empresa ayúdenme,FEEDBACK,review
dónde puedo enviar mis comentarios sobre su empresa,FEEDBACK,review
cómo puedo suscribirme al boletín informativo de su empresa,SUBSCRIPTION,newsletter_subscription
tengo que ver la factura 00108,INVOICE,check_invoice
puedo cambiar un artículo de compra numero_pedido,ORDER,change_order
llamo para consultar cuándo llegará mi artículo,DELIVERY,delivery_period
ayúdame a comprobar el estado actual del pedido numero_pedido maldita sea,ORDER,track_order
cuándo voy a recibir un reembolso de dinero,REFUND,get_refund
no estoy satisfecho con sus servicios ni con la ayuda para presentar una reclamación,FEEDBACK,complaint
quiero cambiar un producto del pedido numero_pedido,ORDER,change_order
tengo problemas para configurar una dirección de envío secundaria,SHIPPING,set_up_shipping_address
necesito ayuda para comprobar la fecha estimada de entrega de la compra numero_pedido,ORDER,track_order
ayúdenme a saber cuándo puedo esperar mi artículo,DELIVERY,delivery_period
ayúdame a configurar la nueva dirección de envío,SHIPPING,set_up_shipping_address
necesito ayuda para crear una cuenta premium para mi hija,ACCOUNT,create_account
no sé qué tengo que hacer para ver la factura n 00108,INVOICE,check_invoice
no sé cómo cambiar a la cuenta platino,ACCOUNT,switch_account
no sé qué tengo que hacer para ver las tarifas de cancelación,CANCEL,check_cancellation_fee
puedo escribir un comentario sobre su empresa,FEEDBACK,review
espero una compensación de monto_reembolso dólares,REFUND,track_refund
ayuda para notificar un problema con los pagos,PAYMENT,payment_issue
datos correctos en la cuenta platino,ACCOUNT,edit_account
es posible comprobar cuándo llegará mi pedido,DELIVERY,delivery_period
actualizando los detalles de la cuenta de oro,ACCOUNT,edit_account
quiero hablar con un agente en directo,CONTACT,contact_human_agent
ayuda para enviar una dirección de entrega secundaria,SHIPPING,set_up_shipping_address
puedo consultar cuánto tiempo tarda en llegar el pedido,DELIVERY,delivery_period
envíenme la factura n 00108,INVOICE,get_invoice
no sé qué debo hacer para crear una cuenta de tipo_cuenta,ACCOUNT,create_account
