instruction,category,intent,source
quiero ayuda para revisar la factura n 12588,INVOICE,check_invoice,original
puedes ayudarme a cambiar un artículo del pedido numero_pedido,ORDER,change_order,original
dónde puedo solicitar un reembolso,REFUND,get_refund,original
no sé cómo descargar las facturas de nombre_persona,INVOICE,get_invoice,original
información sobre la cancelación de mi cuenta platino,ACCOUNT,delete_account,original
no sé cómo puedo crear una cuenta platino,ACCOUNT,create_account,original
cómo puedo informar sobre errores de pago,PAYMENT,payment_issue,original
quiero ayuda para solicitar indemnizaciones,REFUND,get_refund,original
no sé qué tengo que hacer para ver mi factura de nombre_persona,INVOICE,check_invoice,original
problemas al configurar mi nueva dirección de entrega,SHIPPING,set_up_shipping_address,original
quiero ayuda para descargar mis facturas de nombre_persona,INVOICE,get_invoice,original
quiero presentar una queja,FEEDBACK,complaint,original
puedes ayudarme a usar el perfil premium,ACCOUNT,switch_account,original
quiero saber en qué horario puedo llamar al servicio de atención al cliente,CONTACT,contact_customer_service,original
no sé qué debo hacer para descargar la factura n 00108,INVOICE,get_invoice,original
necesito ver la maldita tarifa de cancelación,CANCEL,check_cancellation_fee,original
tengo que cancelar la compra numero_pedido,ORDER,cancel_order,original
quiero configurar una nueva dirección de entrega cómo lo hago,SHIPPING,set_up_shipping_address,original
asistencia para comprar algunos de sus productos,ORDER,place_order,original
no sé cómo puedo ver la tarifa de cancelación,CANCEL,check_cancellation_fee,original
muéstrame la factura 12588,INVOICE,check_invoice,original
necesito enumerar los métodos de pago,PAYMENT,check_payment_methods,original
puedes mostrarme el estado actual del reembolso,REFUND,track_refund,original
cómo puedo obtener una compensación por mi dinero,REFUND,get_refund,original
pagué simbolo_moneda monto_reembolso por un artículo cómo podría obtener un maldito reembolso,REFUND,get_refund,original
estoy esperando la restitución de simbolo_moneda monto_reembolso,REFUND,track_refund,original
dónde puedo consultar las comisiones por retiro,CANCEL,check_cancellation_fee,original
tengo problemas para eliminar una cuenta estándar,ACCOUNT,delete_account,original
cuál es la penalización por cancelación anticipada,CANCEL,check_cancellation_fee,original
quiero información sobre la eliminación de mi cuenta gold,ACCOUNT,delete_account,original
presentar una queja contra su empresa,FEEDBACK,complaint,original
tengo que descargar la factura n 00108 cómo lo hago,INVOICE,get_invoice,original
quiero ayuda para informar de un error con el registro de bloody,ACCOUNT,registration_problems,original
dónde puedo comprar algunos productos,ORDER,place_order,original
tengo que ver qué métodos de envío ofrecen cómo puedo hacerlo,DELIVERY,delivery_options,original
puedes ayudar al señor a descargar la factura de nombre_persona,INVOICE,get_invoice,original
presentar una reclamación de los consumidores contra su organización,FEEDBACK,complaint,original
puedes mostrarme el estado del pedido numero_pedido,ORDER,track_order,original
tengo que descargar la factura de nombre_persona,INVOICE,get_invoice,original
cuéntame más sobre cómo actualizar la dirección de entrega,SHIPPING,change_shipping_address,original
tengo que notificar los problemas de pago,PAYMENT,payment_issue,original
quiero ayuda para recibir el reembolso de mi dinero,REFUND,get_refund,original
necesito ayuda para eliminar algo del pedido numero_pedido,ORDER,change_order,original
tengo que informar de un problema de pago muy molesto,PAYMENT,payment_issue,original
quiero presentar una reclamación como consumidor contra su empresa,FEEDBACK,complaint,original
necesito ayuda para obtener un reembolso de mi dinero,REFUND,get_refund,original
necesito ayuda para buscar las facturas de nombre_persona,INVOICE,check_invoice,original
ayuda para comprobar tus modalidades de pago permitidas,PAYMENT,check_payment_methods,original
necesitas ayuda para cancelar tu suscripción al boletín informativo,SUBSCRIPTION,newsletter_subscription,original
actualizando los datos de la cuenta estándar,ACCOUNT,edit_account,original
quiero pedir una compensación de dinero,REFUND,get_refund,original
podría ayudarme a darme de baja de su boletín informativo corporativo,SUBSCRIPTION,newsletter_subscription,original
ayuda para hablar con el servicio de atención al cliente,CONTACT,contact_customer_service,original
ayúdenme a presentar una queja contra su empresa,FEEDBACK,complaint,original
no sé qué hacer para adquirir varios productos malditos,ORDER,place_order,original
tengo que comprobar las modalidades de pago disponibles,PAYMENT,check_payment_methods,original
dónde puedo consultar cuánto tarda en llegar mi envío,DELIVERY,delivery_period,original
ayúdenme a hablar con el maldito servicio al cliente,CONTACT,contact_customer_service,original
dónde obtener reembolsos,REFUND,get_refund,original
puedo hacer un pedido desde ciudad_entrega,DELIVERY,delivery_options,original
ayúdenme a hablar con un agente en vivo,CONTACT,contact_human_agent,original
quiero ayuda para descargar la factura n 12588,INVOICE,get_invoice,original
cómo puedo consultar el estado actual del pedido numero_pedido,ORDER,track_order,original
necesito cambiar el pedido numero_pedido,ORDER,change_order,original
qué debo hacer para ver el estado actual de mi compensación,REFUND,track_refund,original
necesito ayuda para chatear con alguien,CONTACT,contact_human_agent,original
dónde puedo consultar la penalización por rescisión anticipada,CANCEL,check_cancellation_fee,original
no sé cómo configurar mi dirección de envío,SHIPPING,set_up_shipping_address,original
ayuda para hablar con una persona,CONTACT,contact_human_agent,original
necesito ayuda para recuperar mi contraseña de usuario,ACCOUNT,recover_password,original
nmeed ayuda para abrir una cuenta premium,ACCOUNT,create_account,original
necesito actualizar mi dirección,SHIPPING,change_shipping_address,original
podrías mostrarme qué métodos de envío puedo elegir,DELIVERY,delivery_options,original
no sé cómo puedo informar de un error con signjp,ACCOUNT,registration_problems,original
ayuda para intentar modificar la dirección de entrega,SHIPPING,change_shipping_address,original
crear una nueva cuenta tipo_cuenta para la hija,ACCOUNT,create_account,original
tengo problemas para editar la dirección,SHIPPING,change_shipping_address,original
quiero comprar algunos de sus productos,ORDER,place_order,original
me faltan algunos artículos en la compra numero_pedido puedo agregarlos,ORDER,change_order,original
no sé cómo informar de un error de pago,PAYMENT,payment_issue,original
ayuda para pedir un artículo,ORDER,place_order,original
asistencia mediante el perfil platino,ACCOUNT,switch_account,original
necesito dejar una reseña puedes ayudarme,FEEDBACK,review,original
tengo que comprobar las penalizaciones por rescisión cómo hacerlo,CANCEL,check_cancellation_fee,original
intento exigir un reembolso,REFUND,get_refund,original
qué tengo que hacer para notificar un maldito problema de pago,PAYMENT,payment_issue,original
quiero ayuda para echar un vistazo rápido a las facturas de nombre_persona,INVOICE,check_invoice,original
qué debo hacer para presentar una queja como consumidor,FEEDBACK,complaint,original
intento charlar con un asistente,CONTACT,contact_human_agent,original
ayuda para eliminar un artículo del pedido numero_pedido,ORDER,change_order,original
podrías ayudarme a presentar una maldita queja como consumidor,FEEDBACK,complaint,original
quiero soporte para intentar actualizar la dirección de envío,SHIPPING,change_shipping_address,original
dónde reportar problemas con los pagos en línea,PAYMENT,payment_issue,original
quiero ayuda para informar sobre un problema de registro,ACCOUNT,registration_problems,original
dónde puedo comprar alguno de sus artículos,ORDER,place_order,original
cómo puedo saber cuándo puedo esperar mi compra,DELIVERY,delivery_period,original
ayuda para comprobar el cargo por salida anticipada,CANCEL,check_cancellation_fee,original
cómo ganar algunos artículos,ORDER,place_order,original
necesito dejar mi opinión sobre un producto puedo obtener ayuda,FEEDBACK,review,original
ayuda para consultar la fecha estimada de entrega del pedido numero_pedido,ORDER,track_order,original
ayúdame a comprobar las modalidades de pago aceptadas,PAYMENT,check_payment_methods,original
ayúdanos a enviar comentarios sobre nuestros productos,FEEDBACK,review,original
quiero ayuda para realizar un pedido,ORDER,place_order,original
cuándo recibiré el reembolso,REFUND,get_refund,original
necesito ayuda para descargar mi factura n 00108,INVOICE,get_invoice,original
reembolso simbolo_moneda monto_reembolso,REFUND,get_refund,original
necesito ayuda para eliminar una cuenta de tipo_cuenta,ACCOUNT,delete_account,original
tengo que comprobar los gastos de cancelación cómo lo hago,CANCEL,check_cancellation_fee,original
tengo que hablar con un agente podrías ayudarme,CONTACT,contact_human_agent,original
cometí un error quiero editar el pedido numero_pedido,ORDER,change_order,original
cómo puedo solicitar el reembolso de mi dinero,REFUND,get_refund,original
tengo una pregunta sobre el código pin olvidado,ACCOUNT,recover_password,original
quiero enviar la nueva dirección de envío cómo lo hago,SHIPPING,set_up_shipping_address,original
qué debo hacer para hablar con un operador,CONTACT,contact_human_agent,original
necesito consultar el estado de mi reembolso puedes ayudarme,REFUND,track_refund,original
no puedo pagar necesito ayuda para reportar problemas con el pago,PAYMENT,payment_issue,original
ayúdame a ver la fecha estimada de entrega del pedido numero_pedido,ORDER,track_order,original
hay un problema al introducir otra dirección de entrega,SHIPPING,set_up_shipping_address,original
necesito ayuda para dejar una opinión sobre sus servicios,FEEDBACK,review,original
notificación de un problema al crear la cuenta de usuario,ACCOUNT,registration_problems,original
tengo errores en el informe de registro,ACCOUNT,registration_problems,original
no sé cómo puedo ingresar una dirección de entrega,SHIPPING,set_up_shipping_address,original
mi experiencia con u fue muy mala ayuda para presentar una reclamación,FEEDBACK,complaint,original
revisión para su empresa,FEEDBACK,review,original
ayúdenme a presentar una reclamación contra su empresa,FEEDBACK,complaint,original
intento informar sobre problemas con el pago,PAYMENT,payment_issue,original
qué debo hacer para exigir que me devuelvan mi dinero,REFUND,get_refund,original
no sé qué tengo que hacer para crear una cuenta freemium,ACCOUNT,create_account,original
ayuda para ver tu garantía de devolución de dinero,REFUND,check_refund_policy,original
verifica en qué situaciones puedo solicitar un reembolso,REFUND,check_refund_policy,original
no sé cómo reportar problemas de registro,ACCOUNT,registration_problems,original
necesitas ayuda para reportar un problema con los pagos,PAYMENT,payment_issue,original
necesito ayuda para hablar con un agente de uhm,CONTACT,contact_human_agent,original
estoy esperando un reembolso de simbolo_moneda monto_reembolso,REFUND,track_refund,original
dame información sobre cómo crear cuentas pro,ACCOUNT,create_account,original
cómo puedo ver la penalización por cancelación anticipada,CANCEL,check_cancellation_fee,original
