instruction,category,intent,instruction_es
"I would like to check your refund policy, how can I do it?",REFUND,check_refund_policy,"Me gustaría consultar su política de reembolsos, ¿cómo puedo hacerlo?"
how can I check if there are any updates on the restitution?,REFUND,track_refund,¿Cómo puedo comprobar si hay alguna novedad sobre la restitución?
"I want to check the status of my rebate, I need assistance",REFUND,track_refund,"Quiero consultar el estado de mi reembolso, necesito ayuda."
i dont know whatto do to talk to customer assistance,CONTACT,contact_customer_service,No sé qué hacer para hablar con atención al cliente.
could you help me lodge a claim against your business?,FEEDBACK,complaint,¿Podría ayudarme a presentar una reclamación contra su empresa?
how can I check what shipment methods are available?,DELIVERY,delivery_options,¿Cómo puedo consultar los métodos de envío disponibles?
I don't know how I could remove the platinum account,ACCOUNT,delete_account,No sé cómo podría eliminar la cuenta platino.
assistance to demand a rebate,REFUND,get_refund,asistencia para exigir un reembolso
i dont know what i need to do to make a customer claim,FEEDBACK,complaint,No sé qué debo hacer para presentar una reclamación de cliente.
ihave a problem entering my new delivery address,SHIPPING,set_up_shipping_address,Tengo un problema al ingresar mi nueva dirección de entrega.
help me to leave an opinion about your products,FEEDBACK,review,Ayúdame a dejar una opinión sobre tus productos.
I don't know how to locate the invoice #85632,INVOICE,check_invoice,No sé cómo localizar la factura n.° 85632.
report issues with payments,PAYMENT,payment_issue,Informar sobre problemas con los pagos
I have a question about the deletion of my {{Account Type}} account,ACCOUNT,delete_account,Tengo una pregunta sobre la eliminación de mi cuenta {{Account Type}}.
i dont know how i could delpete the goddamn {{Account Type}} account,ACCOUNT,delete_account,No sé cómo podría eliminar la maldita cuenta {{Account Type}}
i do not know what to do to check the restitution status,REFUND,track_refund,No sé qué hacer para comprobar el estado de la restitución.
I  need to unsubscribe from the newsletter,SUBSCRIPTION,newsletter_subscription,Necesito darme de baja del boletín informativo.
I am trying to see when will my purchase arrive,DELIVERY,delivery_period,Estoy intentando averiguar cuándo llegará mi compra.
can you tell me about updating the shipping address?,SHIPPING,change_shipping_address,¿Podrías informarme sobre cómo actualizar la dirección de envío?
i do not know how to get a refund of my money,REFUND,get_refund,No sé cómo obtener un reembolso de mi dinero.
assistance to check the eta of order  {{Order Number}},ORDER,track_order,Asistencia para consultar la fecha estimada de entrega del pedido {{Número de pedido}}
is it possible to ask for an rebate of my money,REFUND,get_refund,¿Es posible solicitar un reembolso de mi dinero?
I want assistance to acquire several  of your product,ORDER,place_order,Quiero ayuda para adquirir varios de sus productos.
would it be possible to submit a different delivery address?,SHIPPING,set_up_shipping_address,¿Sería posible proporcionar una dirección de entrega diferente?
changing information on {{Account Type}} account,ACCOUNT,edit_account,Cambiando la información de la cuenta {{Account Type}}
is it possible to order from {{Delivery City}} ?,DELIVERY,delivery_options,¿Es posible realizar un pedido desde {{Delivery City}}?
where do I retrieve my profile pwd?,ACCOUNT,recover_password,¿Dónde puedo recuperar la contraseña de mi perfil?
there is an issue setting up the shipping address,SHIPPING,set_up_shipping_address,Hay un problema al configurar la dirección de envío.
I would like to know about changing my delivery address,SHIPPING,change_shipping_address,Me gustaría saber cómo cambiar mi dirección de entrega.
have a problem with cancelling purchase {{Order Number}},ORDER,cancel_order,Tengo un problema al cancelar la compra {{Número de pedido}}.
help knowing if there is anything new on the restitution,REFUND,track_refund,Ayuda para saber si hay alguna novedad sobre la restitución.
could you help me set up the new shipping address?,SHIPPING,set_up_shipping_address,¿Podrías ayudarme a configurar la nueva dirección de envío?
I need to enter an different shipping address,SHIPPING,set_up_shipping_address,Necesito ingresar una dirección de envío diferente
what do i have to do to list ur accepted payment methods,PAYMENT,check_payment_methods,¿Qué debo hacer para que aparezcan en la lista de métodos de pago aceptados?
need assistance to speak to customer servkce,CONTACT,contact_customer_service,Necesito ayuda para hablar con el servicio de atención al cliente.
i have got to  talk to customer assistance how to do it,CONTACT,contact_customer_service,Tengo que hablar con atención al cliente para saber cómo hacerlo.
I want help to earn some articles,ORDER,place_order,Quiero ayuda para ganar algunos artículos.
what do i need to do to chat with somebody,CONTACT,contact_human_agent,¿Qué tengo que hacer para chatear con alguien?
I do not know what I need to do to recover my account PIN,ACCOUNT,recover_password,No sé qué debo hacer para recuperar mi PIN de cuenta.
can i check ur aailable payment methods,PAYMENT,check_payment_methods,¿Puedo consultar sus métodos de pago disponibles?
"I have to sign up to your corporate newsletter, I need help",SUBSCRIPTION,newsletter_subscription,"Tengo que suscribirme a su boletín informativo corporativo, necesito ayuda."
report issue with payment,PAYMENT,payment_issue,Informar de un problema con el pago
I do not know how to write a comment about your services,FEEDBACK,review,No sé cómo escribir un comentario sobre sus servicios.
I would like to submit the delivery address,SHIPPING,set_up_shipping_address,Me gustaría enviar la dirección de entrega.
showing me eta of purchase {{Order Number}},ORDER,track_order,mostrándome la fecha estimada de compra {{Número de pedido}}
want assistance to request a rebate,REFUND,get_refund,necesito ayuda para solicitar un reembolso
"I need to download bill #00108, how do I do it?",INVOICE,get_invoice,"Necesito descargar la factura n.° 00108, ¿cómo lo hago?"
shipping to {{Delivery Country}},DELIVERY,delivery_options,Envío a {{País de entrega}}
I don't know how to track my restitution,REFUND,track_refund,No sé cómo hacer el seguimiento de mi indemnización.
want assistance informing of problems with payments,PAYMENT,payment_issue,Necesito ayuda para informar sobre problemas con los pagos.
i dont know how to inform of paymentissues,PAYMENT,payment_issue,No sé cómo informar sobre problemas de pago.
look for my invoice from {{Person Name}},INVOICE,check_invoice,Busque mi factura de {{Nombre de la persona}}
can you help me make a claim against your organization?,FEEDBACK,complaint,¿Podrían ayudarme a presentar una reclamación contra su organización?
how to send feedback about your products?,FEEDBACK,review,¿Cómo enviar comentarios sobre sus productos?
errors setting up a damn delivery address,SHIPPING,set_up_shipping_address,errores al configurar una maldita dirección de entrega
i have padi {{Currency Symbol}}{{Refund Amount}} for an order i need to get a reimbursement,REFUND,get_refund,Tengo un reembolso de {{Currency Symbol}}{{Refund Amount}} por un pedido. Necesito obtener un reembolso.
"I want to list the allowed payment options, I need help",PAYMENT,check_payment_methods,"Quiero enumerar las opciones de pago permitidas, necesito ayuda."
i have got to check when will my item arrive,DELIVERY,delivery_period,Tengo que comprobar cuándo llegará mi artículo.
I don't know what I need to do to change to the pro account,ACCOUNT,switch_account,No sé qué tengo que hacer para cambiar a la cuenta Pro.
I don't know how I can see your payment methods,PAYMENT,check_payment_methods,No sé cómo puedo ver tus métodos de pago.
edit {{Account Category}} accont,ACCOUNT,edit_account,editar la cuenta {{Categoría de cuenta}}
what do i have to do to delete the freemium account,ACCOUNT,delete_account,¿Qué debo hacer para eliminar la cuenta freemium?
I am trying to see in what cases can I request a refund,REFUND,check_refund_policy,Estoy intentando averiguar en qué casos puedo solicitar un reembolso.
asking for reimbursement of money,REFUND,get_refund,solicitando el reembolso del dinero
reporting registration issues,ACCOUNT,registration_problems,Informar sobre problemas de registro
edit {{Account Type}} account,ACCOUNT,edit_account,editar cuenta {{Tipo de cuenta}}
need to file a complaint against ur company,FEEDBACK,complaint,Necesito presentar una queja contra su empresa.
I have to update my shipping address,SHIPPING,change_shipping_address,Tengo que actualizar mi dirección de envío.
I am waiting for an refund of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,Estoy esperando un reembolso de {{Currency Symbol}}{{Refund Amount}}
there is a problem setting up my new  shipping address,SHIPPING,set_up_shipping_address,Hay un problema al configurar mi nueva dirección de envío.
I have to download my bills from {{Person Name}},INVOICE,get_invoice,Tengo que descargar mis facturas de {{Nombre de la persona}}
i try to demand a reimbursement of my money,REFUND,get_refund,Intento exigir el reembolso de mi dinero.
uarent helpful can i chat with somebody,CONTACT,contact_human_agent,¿Puedo chatear con alguien?
I need help to see what methods for delivery you offer,DELIVERY,delivery_options,Necesito ayuda para ver qué métodos de entrega ofrecen.
show me invoice #85632,INVOICE,check_invoice,Muéstrame la factura n.° 85632
"I paid {{Currency Symbol}}{{Refund Amount}} for this purchase, I have to get a damn refund",REFUND,get_refund,"Pagué {{Currency Symbol}}{{Refund Amount}} por esta compra, tengo que obtener un maldito reembolso."
"I have got to see how soon can I expect my shipment, help me",DELIVERY,delivery_period,"Tengo que ver cuándo puedo esperar mi envío, ayúdenme"
i want assistance checking ur money back policy,REFUND,check_refund_policy,Quiero ayuda para revisar su política de reembolso.
there is an error trying to change my address,SHIPPING,change_shipping_address,Hay un error al intentar cambiar mi dirección.
updating {{Account Category}} account,ACCOUNT,edit_account,Actualizando la cuenta {{Categoría de cuenta}}
i want assistance earning several products,ORDER,place_order,Quiero ayuda para ganar varios productos
what do I have to do to sign up to the corporate newsletter?,SUBSCRIPTION,newsletter_subscription,¿Qué debo hacer para suscribirme al boletín informativo de la empresa?
where to change to the freemium accout,ACCOUNT,switch_account,dónde cambiar a la cuenta freemium
do you ship to {{Delivery City}}?,DELIVERY,delivery_options,¿Realizan envíos a {{Delivery City}}?
help me to informof an issue with a registration,ACCOUNT,registration_problems,Ayúdenme a informar sobre un problema con un registro.
i need assistace opening a standard account for my daughter,ACCOUNT,create_account,Necesito ayuda para abrir una cuenta estándar para mi hija.
